Creditscore,Creditscoreindicator,Likelihoodoffailure,CreditlimitGBPGBP,Previouscreditscore,SMEindicator,ReturnonTotalAssets2020,ReturnonTotalAssets2019,ReturnonShareholdersFunds2020,ReturnonShareholdersFunds2019,ReturnonCapitalEmployed2020,ReturnonCapitalEmployed2019
99,Secure,0.9,791748,99,No,,4.099906029,,10.1672673,,10.1672673
81,Secure,2.2,220556,86,No,,2.995209091,,8.235698101,,8.235698101
31,Caution,11.2,320947,85,No,,47.39100922,,77.45687496,,73.44078724
99,Secure,0.9,1134000,99,No,,10.52993083,,17.37314783,,16.41120353
97,Secure,0.9,392920,95,No,,3.946986348,,6.866846947,,6.431836632
77,Stable,2.2,135321,55,No,,-3.251166636,,-59.12334353,,-3.924089172
95,Secure,0.9,993894,92,No,,7.572108147,,213.1355932,,17.57635055
95,Secure,0.9,908711,99,No,,3.000170516,,6.895610983,,6.317169058
92,Secure,0.9,897778,92,No,0.189098797,0.247400187,0.401971475,0.52617601,0.328746653,0.428360363
64,Stable,2.2,1364000,62,No,65.69887254,-0.091481118,124.1527714,,124.1527714,32.13289341
99,Secure,0.9,495372,99,No,8.06737277,9.230140824,27.3578805,31.19170853,18.64831282,22.18055047
52,Normal,4.2,500,40,No,,-8.962124079,,,,22.10573181
99,Secure,0.9,1338000,95,No,,11.56540367,,15.79933504,,15.79933504
89,Secure,0.9,464856,86,No,,-7.080520384,,-19.08105931,,-16.24015881
95,Secure,0.9,802063,92,No,,2.807124631,,11.51620888,,4.677758729
77,Stable,2.2,473865,89,No,,-10.81272485,,,,25.17934594
95,Secure,0.9,937200,92,No,,4.526569725,,11.88266854,,6.780596753
88,Secure,0.9,256784,92,No,,5.077484619,,44.55940479,,43.75071339
99,Secure,0.9,433060,92,No,8.177132947,6.419924113,32.90626555,28.27198044,32.90626555,28.27198044
96,Secure,1,262561,88,No,12.31783582,10.8539195,26.2713655,26.40401543,26.2713655,26.40401543
36,Caution,11.2,211317,89,No,,11.41135396,,36.56424795,,19.18623352
85,Secure,0.9,5215000,88,No,1.799656611,9.683772155,15.48331446,44.49824197,6.356372972,34.39059159
77,Stable,2.2,73638,64,No,,-9.95362112,,-51.694018,,-51.694018
95,Secure,0.9,934892,95,No,,23.99309793,,68.35731415,,56.11220472
77,Stable,2.2,10487000,92,No,,106.126021,,123.9945467,,116.453265
99,Secure,0.9,2012000,99,No,,18.62916529,,26.9902727,,23.28789722
92,Secure,0.9,1128000,92,No,10.34696727,7.368089958,17.76377114,14.12349897,16.6631969,11.21573634
95,Secure,0.9,883735,95,No,,3.194651118,,7.601774728,,4.343968692
99,Secure,0.9,720785,99,No,,9.960646888,,24.30740455,,22.50339121
99,Secure,0.9,686597,99,No,4.935775813,3.942775708,6.643093266,5.505239507,6.513444468,5.194076701
95,Secure,0.9,2114000,95,No,15.0989906,9.081868936,27.55782678,17.81868518,22.56519477,12.79836576
38,Caution,4.2,44468,95,No,,16.08924411,,43.80029208,,43.37583063
97,Secure,0.9,1375000,95,No,8.584287373,6.142927593,21.58990141,17.99058085,15.28321394,12.23104508
89,Secure,0.9,105655,92,No,2.738938574,5.577859591,17.92883399,39.24635609,14.01951041,30.11616782
92,Secure,0.9,1932000,95,No,,17.21205022,,38.44901978,,38.28732984
99,Secure,0.9,1750000,99,No,30.00185752,24.94435235,39.43948484,38.53676415,39.43948484,38.5226436
93,Secure,0.9,1039000,93,No,54.45821417,46.64948454,114.1467963,120.5996669,106.5928598,110.8728943
36,Caution,11.2,500,95,No,,1.324873393,,3.683085666,,1.518870132
92,Secure,0.9,358032,95,No,,3.554698264,,9.953703704,,9.094987822
99,Secure,0.9,2708000,99,No,,11.99716853,,14.03625236,,13.77057682
31,Caution,11.2,82024,92,No,,1.078350979,,2.002904177,,1.977227589
95,Secure,0.9,252200,92,No,,0.544435584,,3.596247232,,2.829522583
99,Secure,0.9,846450,99,No,3.84844707,3.455428514,11.25733312,10.0124606,7.986950897,7.425527289
92,Secure,0.9,451035,92,No,,0.681855677,,2.15593543,,1.034872526
99,Secure,0.9,991252,95,No,,12.17670324,,88.54075954,,26.90084832
81,Secure,2.2,540207,89,No,1.904969172,12.61312134,8.868352735,32.5362667,8.868352735,32.5362667
95,Secure,0.9,267551,99,No,4.958057259,4.707452398,24.56705487,18.92301213,19.49729788,16.40809738
60,Normal,2.2,205142,52,Yes,,-3.927278779,,-83.61381754,,-62.29848213
52,Normal,4.2,440877,88,No,-2.059915376,0.251317078,-17.77340578,3.9321148,-15.48396761,3.128513534
92,Secure,0.9,771696,99,No,,-4.820814443,,-11.66749994,,-7.12438225
95,Secure,0.9,234692,92,No,,8.555042307,,27.25258234,,26.93323623
99,Secure,0.9,826253,99,No,,4.476881411,,6.263791812,,6.171038717
92,Secure,0.9,864566,92,No,,2.783430356,,6.812586073,,5.051575963
89,Secure,0.9,220116,89,No,,-2.741465601,,-9.44172884,,-8.022734725
92,Secure,0.9,891497,95,No,-4.226842728,2.947022564,-6.395300726,4.592216617,-5.851684748,4.05565998
99,Secure,0.9,3843000,99,No,,4.187866879,,40.96709924,,4.595057016
97,Secure,0.9,2481000,97,No,,23.08177063,,35.192729,,29.60605184
99,Secure,0.9,439556,97,No,,5.591312455,,47.05516846,,11.82564236
95,Secure,0.9,3119000,99,No,,5.2919612,,7.258074217,,7.068056694
92,Secure,0.9,942448,92,No,,7.10038059,,14.2629609,,8.904467149
99,Secure,0.9,539192,99,No,,2.666518021,,6.602666438,,6.238470523
99,Secure,0.9,1881000,97,No,,5.709093982,,23.97515528,,23.91150443
64,Stable,2.2,358621,86,No,-14.22679076,-0.220986218,,,-20.97075416,-0.306673361
81,Secure,2.2,1130000,81,No,,-5.703113824,,,,-6.586628483
81,Secure,2.2,925716,81,No,-7.487090714,-6.744528337,,,-9.198034462,-7.878950636
99,Secure,0.9,584278,95,No,,12.23510608,,45.09143358,,33.82530607
99,Secure,0.9,586266,95,No,,4.266428034,,7.764657909,,7.123945267
99,Secure,0.9,392446,99,No,,11.17058319,,42.00968527,,27.01645145
99,Secure,0.9,495649,95,No,,4.266428034,,7.807952816,,7.160373116
99,Secure,0.9,987065,99,No,,8.461791831,,13.92185553,,10.17748197
99,Secure,0.9,2632000,99,No,18.23988253,17.43037474,24.05804498,21.88187993,23.80781783,21.70833437
99,Secure,0.9,961597,99,No,,9.126968845,,11.28947745,,10.94890511
92,Secure,0.9,1554000,92,No,,24.69986152,,64.49838089,,57.40563178
33,Caution,11.2,90474,99,No,,0.537049409,,0.896971235,,0.841086791
31,Caution,11.2,66157,85,No,,0.500105427,,0.839490253,,0.839490253
92,Secure,0.9,1457000,92,Yes,,5.477906068,,54.39655172,,25.15948963
92,Secure,0.9,551646,77,No,,11.58469686,,35.66761978,,35.65433087
99,Secure,0.9,1642000,99,No,,9.762896468,,11.56834538,,11.35197743
55,Normal,4.2,500,68,No,,-29.76732178,,,,-52.34960272
89,Secure,0.9,204896,88,No,,-0.203845872,,,,5.142439465
97,Secure,0.9,1487000,95,No,24.99834923,6.434880911,77.80426583,12.62146849,77.80426583,12.62146849
89,Secure,0.9,1098000,95,No,,-0.888279212,,-1.227394196,,-1.206033219
92,Secure,0.9,967007,92,No,1.624819454,9.472779524,2.177475368,14.95588891,2.082707226,13.71870047
99,Secure,0.9,2670000,97,No,,10.37406174,,12.40387848,,11.66811177
92,Secure,0.9,371555,95,No,,5.526103148,,13.29888787,,11.92638431
41,Normal,4.2,8979,,No,,76.22393983,,,,126.3807421
37,Caution,4.2,104544,88,No,,16.39357146,,102.0298361,,70.69988138
89,Secure,0.9,933319,95,No,,20.95652087,,28.85755086,,27.95132473
95,Secure,0.9,2073000,89,No,,-2.682047078,,-4.814908222,,-3.967949364
92,Secure,0.9,127800,26,No,,10.13538976,,31.45863305,,24.47430683
78,Stable,1.8,1013000,71,No,,3.980521099,,8.012738248,,7.348536007
27,Caution,11.2,500,43,No,,0.480672944,,,,-5.514782591
92,Secure,0.9,1619000,92,No,5.996203702,4.419632473,7.340761485,5.513867584,6.912157992,5.121984095
92,Secure,0.9,1368000,92,No,5.838216943,4.311798664,12.85431086,9.848512908,6.702816416,4.977909241
92,Secure,0.9,1140000,89,No,4.167896972,13.76737815,5.176012637,18.5,4.99700452,17.45569769
92,Secure,0.9,309432,95,No,3.152427732,5.458371695,9.394121176,16.36435331,9.364908504,16.3193079
89,Secure,0.9,696495,89,No,,-0.068136273,,-0.388334729,,-0.091963143
88,Secure,0.9,565431,89,No,,2.639783759,,20.45444022,,19.38087264
36,Caution,11.2,47807,92,No,,2.574943762,,4.425572851,,3.831506433
92,Secure,0.9,1335000,92,No,,34.54930831,,133.4388772,,104.7848745
95,Secure,0.9,1494000,95,No,,13.36963027,,19.11917106,,18.55704726
99,Secure,0.9,1512000,99,No,9.776436111,17.24794304,13.97888287,26.47167911,13.96864905,26.46995178
99,Secure,1,39502,87,No,,12.14231381,,138.8671349,,18.5040466
99,Secure,0.9,1011000,95,No,8.711903385,12.9450271,14.67453738,18.09811002,14.67453738,18.09811002
92,Secure,0.9,1103000,92,No,,4.722399489,,5.49000212,,5.446134436
95,Secure,0.9,2003000,92,No,,1.00819921,,1.610048253,,1.140883669
86,Secure,0.9,537427,89,No,,9.776488906,,26.86381357,,19.53845397
95,Secure,0.9,1829000,95,No,,40.57550478,,81.31814878,,80.73129661
21,Caution,11.2,,25,No,,5.013499967,,181.0315514,,9.850816412
26,Caution,11.2,500,25,No,,1.251148192,,,,2.333846407
81,Secure,2.2,360896,81,No,,5.462743558,,20.65269713,,20.65269713
99,Secure,0.9,888580,99,No,14.18886664,20.59079065,24.77584133,38.37468282,24.00652798,36.40826118
92,Secure,0.9,620378,95,No,,9.15591648,,36.6026182,,26.29187242
95,Secure,0.9,388202,88,No,,5.132109127,,25.46250613,,8.287193527
95,Secure,0.9,749303,99,No,,13.92008404,,33.76423871,,29.16815134
92,Secure,0.9,238172,99,No,,1.395589126,,4.469878689,,2.459098375
92,Secure,0.9,375407,88,No,,0.026120204,,0.147565163,,0.147565163
95,Secure,0.9,987641,95,No,21.0534252,31.16705961,81.93678446,106.8873936,79.31602516,103.2599613
39,Caution,4.2,326133,97,No,14.01437372,18.00511509,53.57610118,78.20049986,53.57610118,78.20049986
97,Secure,0.9,1859000,99,No,,35.28102283,,75.07296707,,74.52444977
99,Secure,0.9,406984,99,No,,5.5102253,,13.5155906,,12.28013863
97,Secure,0.9,324269,99,No,13.45225877,6.825646158,20.5312397,12.67537544,20.12435272,12.42256721
64,Stable,2.2,829290,89,No,,76.21529593,,83.96052641,,83.96052641
99,Secure,0.9,3138000,99,No,19.78478027,18.93133952,25.74345221,23.48346722,25.56097041,23.35684522
73,Stable,2.2,206216,92,No,,2.202666242,,19.1606927,,18.81600948
41,Normal,5,50000000,,No,,0.679040449,,17.36960432,,14.47955321
95,Secure,0.9,881129,99,No,,9.767273604,,15.69083249,,12.48410588
30,Caution,11.2,500,88,No,-10.87701992,-0.019097246,-141.2536221,-1.88172043,-94.85866448,-1.88172043
99,Secure,0.9,1542000,99,No,,15.1991544,,18.38376082,,17.09897009
85,Secure,0.9,121614,85,No,,-4.130215789,,-16.4,,-16.4
95,Secure,0.9,822906,88,No,,1.726356217,,12.81174291,,2.42861388
29,Caution,11.2,500,55,No,-5.030432904,-45.61181845,,,-6.910669668,216.3669894
42,Normal,5,354578,,No,,-23.90082275,,-105.574741,,-49.39981533
89,Secure,0.9,3698000,89,No,,1.149479506,,3.634143613,,1.342011606
31,Caution,11.2,83159,55,No,,11.78144967,,20.42452509,,20.42452509
29,Caution,11.2,100470,92,No,,9.114921625,,29.93032845,,18.86200717
39,Caution,4.2,1149000,99,No,,9.118493624,,10.5587854,,10.47561735
99,Secure,0.9,1162000,99,No,,22.05574224,,37.78592018,,37.69635238
99,Secure,0.9,1556000,97,No,,20.9095922,,52.52730633,,37.65566976
92,Secure,0.9,139423,88,No,,2.108841051,,9.570409687,,5.628719149
92,Secure,0.9,531550,95,No,,1.92097673,,4.0201594,,3.732927028
92,Secure,0.9,252313,95,No,,9.18476904,,21.2943618,,21.23558626
33,Caution,11.2,51190,95,No,,0.583851723,,1.359367276,,0.794407372
89,Secure,0.9,467244,86,No,,10.81614309,,28.10895108,,27.98143867
95,Secure,0.9,1049000,95,No,,24.6454644,,42.30607054,,39.34003468
26,Caution,11.2,500,46,No,-591.3003132,77.87239974,,,27.51914187,-90.89574261
39,Caution,4.2,3236000,99,No,,1.604180832,,2.012757051,,1.767452395
99,Secure,0.9,1359000,95,No,6.71467288,10.7801643,10.44150166,14.99771737,10.09963489,14.65740124
85,Secure,0.9,2899000,95,No,,-4.296420484,,-5.883461545,,-5.340507924
85,Secure,0.9,225749,92,No,,-2.294730606,,-379.6833259,,-3.131435237
99,Secure,0.9,717923,99,No,,6.44764447,,20.62571683,,9.448360638
42,Normal,5,1081000,,No,-7.155446371,,-35.63668488,,-8.255922136,
99,Secure,0.9,534933,99,No,,8.386542311,,24.0378955,,14.22178828
85,Secure,0.9,22695,85,No,-3.343429363,-6.665653429,-180.7106599,-277.8280543,-180.7106599,-254.7717842
92,Secure,0.9,3513000,92,No,,25.7594152,,49.0511191,,42.48455843
99,Secure,0.9,920080,99,No,17.82293572,27.03902792,25.67923344,33.03571301,25.53136508,32.9297043
38,Caution,4.2,126124,85,No,,16.06215638,,20.00523075,,18.03489519
99,Secure,0.9,1729000,99,No,,16.0161547,,26.70088362,,26.05588226
89,Secure,0.9,1340000,89,No,,13.37431165,,26.84797997,,16.05843867
86,Secure,0.9,269604,89,No,,8.221864053,,61.34075758,,46.14123048
95,Secure,0.9,1659000,95,No,37.61860917,36.33608021,65.9661648,102.3748679,64.71164281,102.3748679
33,Caution,11.2,146157,89,No,,-0.953692065,,-1.610457869,,-1.522632434
99,Secure,0.9,484410,99,No,,10.61692675,,41.13678615,,17.23266739
42,Normal,4.2,172420,89,No,9.847844044,-11.13440557,25.12523954,-27.2670335,25.12295762,-26.79448367
85,Secure,0.9,7764000,92,No,,8.612181897,,17.93920568,,10.85540625
33,Caution,11.2,500,92,No,,11.78533491,,20.85167735,,16.34510595
85,Secure,0.9,432217,22,No,,8.613120974,,85.71428571,,12.33016224
89,Secure,0.9,145869,89,No,,2.684113678,,10.45227293,,9.028858754
99,Secure,0.9,827024,97,No,,20.11978932,,50.12018714,,49.0967518
41,Normal,4.2,846215,,No,,-2.588451898,,-7.227763117,,-3.418780913
95,Secure,0.9,1295000,99,No,4.147362424,,5.603402039,,5.04905802,
86,Secure,0.9,568580,86,No,,58.37514466,,99.3839777,,99.16988145
85,Secure,0.9,5812000,95,No,0.871553726,10.87693936,1.764910714,22.1682524,1.155967696,14.49955919
42,Normal,5,789754,,No,11.38293354,,18.64591598,,18.64591598,
99,Secure,0.9,286990,95,No,,8.360175426,,27.95998046,,16.38504367
95,Secure,0.9,265020,81,No,,9.390659713,,92.58388273,,22.20996431
99,Secure,0.9,641806,99,No,7.001148155,7.883147473,16.92587072,16.70381242,16.92587072,16.70381242
85,Secure,0.9,1756000,89,No,,10.58326802,,20.2504542,,20.2504542
99,Secure,0.9,602843,99,No,,15.11971607,,34.19604811,,33.81576413
92,Secure,0.9,388679,92,No,-3.17416789,2.058964596,-9.682181604,5.789809127,-5.807342812,3.831170691
99,Secure,0.9,484640,99,No,5.560717075,5.527560963,16.19984998,13.44540013,16.10506141,13.44540013
89,Secure,0.9,132675,92,No,,2.262120841,,4.713420216,,4.445468729
89,Secure,0.9,102562,92,No,,1.991180279,,4.137005697,,3.903043723
28,Caution,11.2,313768,50,No,,-1.417821225,,-1.977439922,,-1.972718555
99,Secure,0.9,1251000,95,No,,13.40527064,,36.72002949,,33.28589675
89,Secure,0.9,286075,89,No,,-1.898895334,,-21.98894082,,-3.175488768
95,Secure,0.9,525249,95,Yes,,12.83595405,,33.00358423,,32.63396654
95,Secure,0.9,102681,92,No,,0.065752789,,0.385818606,,0.385818606
64,Stable,2.2,1407000,86,No,,2.805681858,,3.282338873,,3.247919047
92,Secure,0.9,402201,92,No,,11.15140105,,19.74740397,,19.01065833
99,Secure,0.9,836740,99,No,2.581287847,7.615442439,5.636641259,15.2059315,4.24981824,11.49936349
89,Secure,0.9,600253,97,No,,-11.94529724,,-189.380531,,-44.01028278
36,Caution,11.2,166668,92,No,,6.196094196,,9.69808631,,8.642284664
36,Caution,11.2,132257,92,No,,6.196094196,,9.69808631,,8.642284664
42,Normal,4.2,606948,99,No,,5.402492483,,27.51637605,,19.74773224
30,Caution,11.2,500,90,No,,13.46436444,,109.6279678,,109.6279678
81,Secure,2.2,1188000,81,No,38.5918624,58.29863808,42.07149787,70.40092887,42.07149787,70.40092887
77,Stable,2.2,1923000,89,No,,0.921330829,,16.72997402,,1.274067365
99,Secure,0.9,85239,88,No,,3.74464592,,24.73281304,,12.70219291
99,Secure,0.9,114172,92,No,,4.959507249,,28.1169382,,27.69974288
92,Secure,0.9,99629,92,No,,3.75739694,,19.31278635,,16.22075094
27,Caution,11.2,500,40,No,,-7.907997399,,,,7.036447787
95,Secure,0.9,232280,92,Yes,,9.438016551,,105.8605144,,21.51935453
95,Secure,0.9,369219,89,No,,1.578765393,,2.847598298,,2.034084192
99,Secure,0.9,1507000,99,No,4.383330288,4.199703812,8.518540547,7.329219658,6.068651603,5.806850078
99,Secure,0.9,256016,99,No,,5.417311193,,18.78390279,,17.39214758
92,Secure,0.9,393508,95,No,,-9.961503731,,-70.10033445,,-41.06583072
99,Secure,0.9,292707,97,Yes,7.088172463,1.842465303,9.898278241,2.571659328,9.596135834,2.445614598
89,Secure,0.9,213629,85,No,1.95779587,18.90343706,9.177764286,94.395306,3.989218132,37.53264304
88,Secure,0.9,356540,25,No,27.40336351,,59.12836695,,47.51114596,
89,Secure,0.9,1619000,92,No,,-0.854860099,,-1.581444386,,-0.930898675
83,Secure,0.9,24469,60,No,,1.236304423,,30.71273595,,30.27237211
99,Secure,0.9,2176000,85,No,43.24666334,48.63709786,105.8987264,56.58523217,50.77684323,54.89175845
86,Secure,0.9,206900,86,No,,-0.25948947,,-0.647395363,,-0.647395363
95,Secure,0.9,491209,92,No,,11.32209464,,64.95201766,,60.20672758
88,Secure,0.9,115693,90,No,,8.819450497,,80.14602226,,78.99966478
93,Secure,0.9,352880,93,No,,13.82819195,,24.1353524,,24.1353524
95,Secure,0.9,7720000,95,No,11.31146099,15.36182124,14.49667456,19.89450207,14.31292046,19.65293661
55,Normal,4.2,1068000,55,No,38.19438953,5.201211553,68.23311406,13.55934013,57.66616598,7.95003537
99,Secure,0.9,1196000,95,No,,13.28382084,,17.30111015,,16.93567183
99,Secure,0.9,748098,99,No,3.704158732,6.391654116,8.139299453,12.33342784,6.922679525,11.31780929
99,Secure,0.9,786462,99,No,3.666991,6.31533101,7.943617442,12.02238651,6.780613966,11.05534024
95,Secure,0.9,334535,99,Yes,,9.656882046,,21.52647645,,21.52647645
99,Secure,0.9,736627,95,Yes,,20.9058009,,60.65139218,,60.54544899
97,Secure,0.9,720481,95,Yes,,18.36761375,,40.57643621,,40.52896796
86,Secure,0.9,147921,86,Yes,,5.960844353,,16.77789321,,16.76790093
92,Secure,0.9,842218,95,Yes,19.16144531,26.10228549,44.90984352,71.47051484,30.96868637,57.74134526
85,Secure,0.9,613317,52,Yes,5.074103931,-1.737431684,35.00927214,-14.1199085,35.00927214,-14.1199085
33,Caution,11.2,602596,95,No,,1.123616577,,1.151589414,,1.151290052
95,Secure,0.9,278361,95,Yes,,2.98019453,,8.770000685,,4.444796749
92,Secure,0.9,834666,92,No,,20.57286499,,28.60822371,,27.81131232
92,Secure,0.9,717616,88,Yes,,5.908682095,,43.10348178,,8.145800555
64,Stable,2.2,37588,88,No,,0.623697003,,77.95839888,,38.7648351
95,Secure,0.9,915619,99,Yes,,22.39935295,,89.94079929,,87.84827357
31,Caution,11.2,182726,29,No,22.28093607,-33.14847353,53.95106862,-130.7842288,34.47439353,-126.5088013
99,Secure,0.9,2643000,85,No,,21.94916681,,25.91643848,,25.19806763
92,Secure,0.9,360619,92,Yes,,9.596281783,,22.00013929,,14.14498724
99,Secure,0.9,1354000,95,Yes,,12.19197312,,27.18946072,,26.3384376
42,Normal,4.2,499968,99,Yes,,11.68877478,,20.29051294,,17.18990351
95,Secure,0.9,150295,95,Yes,,3.105052923,,12.97973261,,11.27279445
41,Normal,5,188537,,Yes,,0.330869915,,1.652601917,,0.962594383
41,Normal,5,218951,,Yes,,37.44155171,,80.97367875,,74.33636851
28,Caution,11.2,500,86,No,,-22.6797539,,,,377.2001863
39,Caution,4.2,632970,99,No,,16.28259003,,22.49586416,,21.82881027
90,Secure,0.9,92674,88,Yes,,0.227050611,,2.441682753,,2.397128962
95,Secure,0.9,539268,27,No,,9.170751856,,15.58486125,,14.50703344
99,Secure,0.9,4358000,99,No,,11.8051863,,13.83524312,,13.67892391
95,Secure,0.9,4429000,85,No,,4.429489661,,5.142551869,,4.872360136
89,Secure,0.9,976082,81,Yes,,37.12966184,,42.84974113,,42.23590212
99,Secure,0.9,1027000,99,No,42.21536561,50.64044406,63.10603554,74.1923122,63.10603554,74.1923122
99,Secure,0.9,913401,97,No,42.21187592,50.63572208,62.05371578,72.90260553,62.05371578,72.90260553
33,Caution,11.2,4654,92,Yes,,0.485100485,,1.788756388,,1.668874172
89,Secure,0.9,272943,89,No,0.776464742,0.645683645,2.647438098,2.172059989,2.493594382,1.947796174
95,Secure,0.9,555217,95,No,,6.710419538,,31.32766155,,26.78777568
99,Secure,0.9,989090,95,No,,23.3383113,,34.33059643,,32.16146936
99,Secure,0.9,436681,99,Yes,,8.12776603,,13.43559519,,10.42225087
47,Normal,4.2,599178,55,Yes,24.01040037,21.75918861,45.23059578,45.96982582,38.78625002,39.45549662
95,Secure,0.9,1191000,99,Yes,4.978900999,6.271547495,5.693956503,7.50596588,5.507649488,7.236384442
95,Secure,0.9,1582000,99,Yes,,17.89990971,,33.4101851,,29.43716086
99,Secure,0.9,868774,95,Yes,,6.833990678,,8.893658719,,8.767652606
95,Secure,0.9,1053000,95,Yes,,10.16959919,,19.37149922,,19.33953433
92,Secure,0.9,963279,92,Yes,,8.381895974,,14.31322788,,14.29429273
45,Normal,4.1,500,45,Yes,-6.711144827,-1.059062431,,,25.91410136,7.292288098
86,Secure,0.9,1772000,86,No,,1.841015248,,7.740701707,,2.984384001
89,Secure,0.9,64919,89,No,,1.358392181,,,,1.494641897
89,Secure,0.9,799116,92,No,,59.75288884,,151.7765871,,151.7765871
89,Secure,0.9,466282,97,No,,59.06584902,,84.16019914,,84.16019914
95,Secure,0.9,494638,95,Yes,5.182925299,3.789137997,9.814942281,7.70660322,7.481743004,5.623962505
95,Secure,0.9,282518,99,Yes,4.791546017,3.455794587,11.14031949,8.931749902,10.09087762,7.894566822
95,Secure,0.9,415863,97,No,,-3.86711139,,-59.77539561,,-6.619184896
60,Normal,2.2,70996,77,Yes,7.680299867,,797.6180675,,431.2395284,
95,Secure,0.9,791630,99,No,,22.10223679,,59.82380065,,59.77453856
31,Caution,11.2,500,89,Yes,,-8.257070116,,-46.39773167,,-16.93400442
77,Stable,2.2,500,68,No,,-5.537936079,,,,9.441674566
99,Secure,0.9,257412,95,Yes,,13.34542434,,30.34837972,,28.74892873
99,Secure,0.9,389921,95,Yes,,17.12330561,,45.27392828,,34.81897215
30,Caution,11.2,500,77,Yes,-25.29193914,-15.54225286,,-65.59707734,-28.71102442,-17.58756609
97,Secure,0.9,871937,97,Yes,14.66464721,17.80277864,22.96640556,28.9806903,21.60327515,24.62905893
89,Secure,0.9,63932,89,Yes,,-5.665831768,,-18.95238095,,-17.77823137
95,Secure,0.9,403209,22,Yes,,28.29840523,,129.9425166,,98.78332134
86,Secure,0.9,766260,92,Yes,,-0.075464864,,-0.62924742,,-0.160885514
81,Secure,2.2,64177,81,Yes,,-1.783780816,,,,-3.445436123
95,Secure,0.9,1337000,95,No,,21.39131528,,33.3872787,,30.10923887
92,Secure,0.9,21973,88,Yes,,0.322591644,,3.764773746,,0.78155853
92,Secure,0.9,106463,92,Yes,,10.38564731,,22.72057035,,18.21418039
89,Secure,0.9,106081,89,Yes,,10.38557331,,22.72051342,,18.21410401
39,Caution,4.2,276813,99,Yes,,3.086167307,,5.036251352,,5.036251352
89,Secure,0.9,59590,86,Yes,,-4.98338235,,-20.55409461,,-20.24251079
